id,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,usr,workload_type,user_type,system_state,io_pressure,process_pressure,memory_pressure,cpu_pressure,read_write_ratio,swap_pressure,sys_activity_ratio
4469,14.11465131,-0.239168143,2364.196649,181,121,3.4,3.2,8921100,4554700,4,723,1106075,85,cpu_heavy,researcher,medium,4063293417,10.88,0.005524862,467.8,14,1527.727901,27.19767442
6219,38.71662676,37.18497968,4735.934588,455,259,0.2,0.2,27403600,23746900,3.2,3627,1332514,90,io_heavy,student,high,65075054884,0.04,0.000882029,1142.857143,1.026315789,367.286108,52.74725275
2731,4.313436626,3.011723136,2507.225131,94,67,0.4,1.2,925200,2052400,3.5,183,1015502,93,mixed,admin,high,189888048,0.48,0.019021739,560,1,5519.032609,26.80851064
6731,2.79428021,-0.022649978,1786.674246,88,84,0.2,0.2,2316400,3123100,154,96,4,0,idle_light,admin,low,723434884,0.04,1.587628866,11.51612903,1,0.041237113,1785
5711,13.0928532,11.97205156,6507.415041,508,286,1.4,4.4,81850300,5795300,2,315,1011723,81,io_heavy,researcher,low,47434704359,6.16,0.006329114,2155,1,3201.655063,78.84146341
303,0.797419055,-0.590375313,1296.055304,96,42,0.4,2.2,37009600,4413900,1.4,,1825160,93,io_heavy,student,high,16335667344,0.88,0.000209706,547.0833333,0,273.3912522,13.96808511
6626,5.813012292,-0.457204881,3447.67273,394,323,3.4,1,20805100,17854100,1,159,997997,81,io_heavy,student,low,37145633591,3.4,0.00625,1727,8,6237.48125,42.12195122
82,17.38106625,8.767700506,1021.685638,124,69,1,1.4,68393100,18839400,1,309,1051283,76,io_heavy,student,low,1.28848E+11,1.4,0.003225806,524,1.7,3391.235484,13.61038961
7365,13.10763823,5.428306705,1201.41238,88,72,1.4,1.8,3369300,2425900,262,94,6,0,idle_light,admin,low,817358487,2.52,2.757894737,4.47148289,2,0.063157895,1176
3965,7.350976104,3.063413847,1148.507204,148,118,0.8,1,11178000,3135400,1.5,157,966175,93,mixed,admin,high,3504750120,0.8,0.009493671,463.6,2,6115.031646,12.32978723
6387,14.97396487,23.40669915,358.3350577,47,70,0.2,0.2,428800,1015400,2.4,1929,1769096,91,mixed,admin,high,43540352,0.04,0.001243523,90.88235294,0.625,916.6300518,3.358695652
2573,13.68022225,10.93047923,4839.540698,332,191,0.8,3.6,26549700,8487000,5.4,340,1298264,82,mixed,student,medium,22532730390,2.88,0.015835777,754.84375,1.272727273,3807.225806,58.20481928
306,1.125197232,1.722788028,180.0179044,12,12,0.2,0.2,2732200,1567500,2,3598,1821480,98,mixed,admin,critical,428272350,0.04,0.00055571,54.33333333,0.5,506.107252,1.646464646
5899,67.04006,65.99062119,1085.149834,430,154,0.4,0.2,63139600,63286900,688,94,6,0,idle_light,student,low,3.99591E+11,0.08,7.242105263,1.621190131,1,0.063157895,1117
5022,3.21557452,1.10076809,3446.097144,454,221,0.8,1.4,24148100,3361300,1.5,1121,1128426,84,mixed,admin,medium,8116900853,1.12,0.001336898,1376,1.333333333,1005.727273,40.47058824
917,13.64867176,9.916109885,1496.609989,165,96,0.6,0.6,9014500,5810700,1.5,207,967243,93,mixed,admin,high,5238055515,0.36,0.007211538,622,1.3,4650.206731,16.54255319
3678,77.83967932,108.2703852,2699.696457,321,292,0.4,0.4,40596800,26139600,731,85,15,0,io_heavy,student,low,1.06118E+11,0.16,8.5,3.711748634,0.71559633,0.174418605,2717
1136,2.028754259,1.642390998,192.539283,13,18,0.2,0.2,699800,403400,,6132,1856736,98,mixed,admin,critical,28229932,0.04,0.000163052,93.5,0.5,302.7451492,1.888888889
761,42.3857507,45.43895197,3057.166837,467,407,8.2,2,22444400,1821800,4.2,636,1710493,78,cpu_heavy,researcher,low,4088920792,16.4,0.006593407,592.8846154,0.914893617,2685.232339,39.02531646
1754,13.04657561,21.93459009,150.4400244,9,19,0.2,0.2,42500,969300,1,6033,1855592,98,mixed,admin,critical,4119525,0.04,0.000165728,74,0.625,307.5227047,1.494949495
64,-1.276443354,0.853306335,180.3015803,38,21,0.2,0.2,25577100,22852700,2.8,3652,1819990,97,io_heavy,student,critical,58450579317,0.04,0.000766493,48.15789474,0,498.2179031,1.867346939
1968,824.8385799,15.72462967,4122.558435,182,164,1.6,2.99,7955700,16731400,1,200,1061000,68,mixed,researcher,low,13310999898,4.784,0.004975124,2066,51.5625,5278.606965,59.88405797
3458,50.59845854,69.58943398,1093.820927,142,118,0.4,0.2,528800,2459400,2.8,1752,969454,93,mixed,admin,high,130053072,0.08,0.001597262,280,0.728571429,553.0256703,11.31914894
2371,-0.166355201,0.022456668,260.8194378,43,18,0.2,0.2,13705800,3547700,1,6640,1848682,97,mixed,admin,critical,4862406666,0.04,0.00015058,119,0,278.3740401,2.428571429
199,22.06211313,0.236691187,2193.98786,254,166,4.8,4.2,14575900,10083500,2.6,150,1061107,76,cpu_heavy,researcher,low,14697608765,20.16,0.017218543,613.6111111,22,7027.198675,28.68831169
7584,34.45583976,6.26650746,6080.448464,617,627,8.78,9.38,57031400,33712700,7.4,115,1539693,53,io_heavy,researcher,low,1.92268E+11,82.3564,0.063793103,721.6666667,4.125,13273.21552,112.2592593
8127,67.93797489,46.4322962,1914.816151,369,144,2.4,3.2,55897600,54967300,771,87,13,0,idle_light,researcher,low,3.07254E+11,7.68,8.761363636,2.435233161,1.395833333,0.147727273,1880
6363,6.453028808,1.696483738,1238.536838,151,82,3.4,2.4,32784300,2684400,1.8,239,1020592,88,cpu_heavy,researcher,medium,8800617492,8.16,0.0075,432.1428571,2.333333333,4252.466667,13.59550562
3883,1.032532157,0.37546229,2239.615577,238,235,0.6,0.8,11121100,39280300,2,141,1375952,86,io_heavy,student,medium,43684014433,0.48,0.014084507,766,1.5,9689.802817,26.4137931
4177,9.990088399,6.442649359,2130.698584,619,99,0.2,0.2,38844900,5501900,291,91,9,0,io_heavy,student,low,21372075531,0.04,3.163043478,7.184931507,1.428571429,0.097826087,2098
1422,4.144446817,-0.119887597,4787.756179,236,258,2,9.38,8387000,47986700,2,963,1037206,80,io_heavy,researcher,low,40246445290,18.76,0.002074689,1607,1.5,1075.939834,59.51851852
7236,1.372667478,-0.009535297,1644.281936,126,76,0.8,1,18713500,3725300,1,281,1015630,94,mixed,admin,high,6971340155,0.8,0.003546099,801.5,0,3601.524823,16.87368421
3897,3.486921854,0.738889507,1268.942229,90,58,0.6,1,31729800,4907800,2.6,3725,1770955,86,mixed,student,medium,15572351244,0.6,0.000697799,359.4444444,2,475.2965647,14.87356322
2309,3.570358138,0.921454982,489.3460754,39,35,2,2,7344900,3732600,2.2,2652,1796053,81,mixed,admin,low,2741557374,4,0.00082925,145,3,676.9894459,5.658536585
4712,72.63227486,91.30415628,1292.343068,81,52,1.6,1.8,14557400,4705300,3,578,1063845,88,mixed,admin,medium,6849693422,2.88,0.005181347,318.25,0.782608696,1837.38342,14.30337079
3525,9.379194367,8.221828732,1953.080555,232,253,0.6,0.6,10158800,20434400,120,87,13,0,idle_light,admin,low,20758898272,0.36,1.363636364,16.04958678,1.111111111,0.147727273,1942
7848,1.074379752,0.943657777,579.4597214,173,92,1,1,43769800,35086600,3,5669,1828162,91,io_heavy,student,high,1.53573E+11,1,0.000529101,137.25,0.5,322.4271605,5.967391304
8036,5.118551728,0.987228836,513.8056393,46,41,2,2,7672700,8247900,1.2,6294,1850770,89,mixed,admin,medium,6328366233,4,0.000190627,221.3636364,1.5,294.0063542,5.411111111
6685,40.01720637,44.53557058,1489.313276,111,84,2.2,6.4,16659000,4109800,5.6,552,1622781,89,cpu_heavy,researcher,medium,6846515820,14.08,0.010126582,225.9090909,0.888888889,2934.504521,16.56666667
3455,3.874055672,4.685693992,2268.670127,289,264,0.8,2,18266000,2991700,2.7,232,1102570,88,mixed,admin,medium,5464639220,1.6,0.011587983,608.3783784,1.4,4732.060086,25.29213483
3953,24.33059716,30.78920768,404.6372523,31,42,0.8,0.4,2233600,4172600,2.8,2112,1768477,91,mixed,admin,high,931991936,0.32,0.00132513,106.5789474,0.6875,836.9507809,4.402173913
7973,1.301310901,0.713821287,3486.894723,268,139,1,3.79,1553900,2316300,4.8,613,1093443,89,mixed,researcher,medium,359929857,3.79,0.00781759,603.9655172,1,1780.851792,38.92222222
7778,20.91278834,19.59782914,1596.139698,375,124,0.8,0.8,68755300,53761900,552,89,11,0,idle_light,student,low,3.69642E+11,0.64,6.133333333,2.920433996,1.1,0.122222222,1615
800,12.03175206,6.533173082,1592.201234,52,71,4.01,3.61,10969700,16390300,1,186,1131263,78,cpu_heavy,researcher,low,17979667391,14.4761,0.005347594,789.5,1.714285714,6049.534759,19.98734177
6320,0.886793231,0.831224117,2880.082256,167,107,0.2,0.2,986300,2322500,2.6,,1017912,95,mixed,admin,critical,229068175,0.04,0.011818182,809.1666667,0.5,4626.872727,30.34375
2608,0.646493441,1.731036783,1120.391503,60,42,1.8,2.6,9861000,31986700,1.8,6823,1843387,89,io_heavy,student,medium,31542084870,4.68,0.000263775,380.3571429,1.5,270.1329132,11.83333333
4916,95.2255762,82.48935668,1557.156976,170,114,0.8,0.8,24571300,5619000,1,637,992291,91,mixed,admin,high,13806613470,0.64,0.001567398,783.5,1.144578313,1555.315047,17.0326087
114,14.62846649,2.477126376,2786.539972,366,256,6.2,4.8,31071200,4953800,1.8,498,1122262,76,cpu_heavy,researcher,low,15392051056,29.76,0.003607214,986.7857143,4,2249.022044,35.88311688
2627,5.497502384,1.99748795,3670.809452,278,196,1.4,1.6,27972500,26378100,1.3,644,1006441,76,io_heavy,student,low,73786140225,2.24,0.002015504,1617.391304,1.333333333,1560.373643,48.31168831
5857,15.62727742,24.53197538,474.0423456,69,47,2,2,7578300,3446700,1,635,1814986,84,mixed,admin,medium,2612012661,4,0.001572327,247.5,0.692307692,2853.751572,5.823529412
4925,12.47740332,5.042919654,1127.099683,129,107,6.99,19.76,4374200,2508000,1,181,1103166,78,cpu_heavy,researcher,low,1097049360,138.1224,0.005494505,564,2.4,6061.351648,14.27848101
119,8.219478773,1.460362067,4110.271631,222,154,1.4,1.4,1578300,983300,2.8,1297,1523251,85,mixed,admin,medium,155194239,1.96,0.002157165,1087.631579,2.333333333,1173.53698,48.05813953
3117,24.79270008,2.706578953,3572.867502,375,319,6.4,2.2,17680200,1165400,4.4,2913,1407795,78,cpu_heavy,researcher,low,2060450508,14.08,0.001509952,659.6296296,6.25,483.1142759,45.08860759
4918,43.59917034,-0.590575654,3240.146627,174,114,11.42,33.27,35049900,5707000,1,281,1096983,66,io_heavy,researcher,low,20002977930,379.9434,0.003546099,1609,44,3890.010638,48.02985075
2620,55.55347303,70.13529247,4588.179906,209,193,7.39,6.59,3720600,13338400,3,155,987796,71,cpu_heavy,researcher,low,4962685104,48.7001,0.019230769,1151.75,0.76056338,6332.025641,63.98611111
8001,11.96475953,4.188246419,967.9838629,78,161,1.4,4.2,16931300,18558700,186,91,9,0,idle_light,researcher,low,31422291731,5.88,2.02173913,5.042780749,2,0.097826087,943
2805,22.8981324,7.194446678,3276.178163,228,198,2.6,1,16272600,10135300,2.8,3139,1547168,87,mixed,admin,medium,16492768278,2.6,0.00089172,866.5789474,2.875,492.7286624,37.42045455
4720,3.119298196,1.577484532,4530.939063,555,420,0.4,2.6,68450400,47981100,2.2,264,1043224,84,io_heavy,student,medium,3.28433E+11,1.04,0.008301887,1426.875,1,3936.69434,53.71764706
2322,0.831184432,-0.844187538,201.0420238,11,13,0.2,0.2,136000,1103300,1,8372,1864896,99,mixed,admin,critical,15004880,0.04,0.000119432,79,0,222.7273379,1.58
6665,55.23171646,30.90025749,6028.797596,509,410,6.6,10.4,35777300,26981700,4.8,2450,1644301,65,io_heavy,researcher,low,96533237541,68.64,0.001958384,1038.793103,1.75,670.869441,91.28787879
692,9.237092985,-0.231319779,2477.305125,310,267,3.2,1,13940300,6265800,1.8,208,1110645,87,mixed,admin,medium,8734713174,3.2,0.00861244,876.4285714,8,5314.090909,27.88636364
2853,-0.178972546,-0.002548531,837.2220439,116,67,0.2,0.2,20296200,2291300,2.8,438,1054056,94,mixed,admin,high,4650468306,0.04,0.006378132,226.0526316,1,2401.038724,9.042105263
6958,16.92723431,4.755681566,5914.890921,1230,1056,3.19,1.79,163434100,79060300,2,270,1102400,61,io_heavy,researcher,low,1.29211E+12,5.7101,0.007380074,1972.666667,2.5,4067.896679,95.4516129
8046,31.84200319,25.68266516,1936.10465,182,124,1,1,34518400,10359200,3.2,9684,1373666,88,io_heavy,student,medium,35758300928,1,0.000330408,462.3809524,1.192307692,141.8343831,21.82022472
2158,17.66097385,11.87123345,3220.610112,298,153,3.79,4.19,13696800,17174000,1.8,122,969851,81,cpu_heavy,researcher,low,23522884320,15.8801,0.014634146,1145.714286,1.384615385,7884.96748,39.12195122
2253,5.45148528,0.290990871,3199.46579,402,344,7.78,2.4,26473200,1284800,2,7821,1858842,80,cpu_heavy,researcher,low,3401276736,18.672,0.000255689,1061.666667,7,237.6428024,39.32098765
5397,2.255700769,-0.421090914,948.8972491,125,82,2,1,34586800,25249800,2.8,1062,1756469,91,io_heavy,student,high,87330978264,2,0.002634055,241.0526316,2,1652.369708,9.956521739
2072,5.3190454,1.906493134,1271.398067,153,92,0.2,0.2,2788100,2450500,2.2,656,1760221,89,mixed,admin,medium,683223905,0.04,0.003348554,392.1875,1.333333333,2679.179604,13.94444444
7048,18.90089585,25.59662192,3295.610695,112,102,0.2,0.2,540300,2824100,1.4,484,1739008,92,mixed,admin,high,152586123,0.04,0.002886598,1360.416667,0.76,3585.583505,35.10752688
4539,0.76645308,-0.050865995,262.8516393,16,19,0.2,0.2,58500,1062100,2,1114,1718784,98,mixed,admin,critical,6213285,0.04,0.001793722,97.66666667,0.5,1541.510314,2.95959596
308,73.36874838,100.636198,4613.794252,831,206,2.79,3.99,137970300,5443600,1,425,1014860,78,io_heavy,researcher,low,75105512508,11.1321,0.002347418,2303,0.732673267,2382.300469,58.30379747
8139,-1.725645277,0.557683288,356.1796072,51,16,0.2,0.2,1934100,1807400,1,8651,1871976,99,mixed,admin,critical,349569234,0.04,0.00011558,174,0,216.3633842,3.48
4141,20.6603987,14.30273548,4326.76472,270,167,2.6,9,25928600,3355200,5,1330,1640848,78,cpu_heavy,researcher,low,8699563872,23.4,0.003756574,712.6666667,1.333333333,1232.793388,54.12658228
663,0.965049772,-0.089955049,3455.477925,144,156,0.2,0.2,9239400,3739800,,147,1707931,93,mixed,admin,high,3455350812,0.04,0.017567568,955.5555556,1,11540.07432,36.59574468
5797,8.306120901,-0.560175116,799.9144,140,155,1.4,8,12988900,5695300,1.8,1639,1729440,90,cpu_heavy,researcher,high,7397568217,11.2,0.001097561,300.7142857,5,1054.536585,9.252747253
3989,46.0524628,1.00032245,4323.707878,391,149,10,30,88554900,5398700,2.5,284,1099925,59,io_heavy,researcher,low,47808133863,300,0.00877193,1220.571429,22,3859.385965,71.2
2967,11.37614958,1.391913023,3406.739042,268,194,2.6,3,21554200,10515000,1,256,1069616,84,cpu_heavy,researcher,medium,22664241300,7.8,0.003891051,1705.5,5.5,4161.929961,40.12941176
6897,4.231479053,2.668127021,3544.654199,246,176,0.2,0.2,10008400,22458800,3.8,181,1519798,89,mixed,admin,medium,22477665392,0.04,0.020879121,753.75,1.25,8350.538462,40.2
3864,5.769928198,2.143161632,2677.558682,257,199,2.2,7.58,7291800,3987900,2,331,1095416,84,cpu_heavy,researcher,medium,2907896922,16.676,0.006024096,883,2,3299.445783,31.16470588
7205,3.139368851,0.987406773,5354.805493,247,227,3.01,2.81,14939700,21558200,3.2,181,993226,79,cpu_heavy,researcher,low,32207304054,8.4581,0.017582418,1278.333333,5,5457.285714,67.1125
581,1.361201385,-0.47112207,5826.114306,448,248,0.2,0.2,11439800,5498300,1,279,1070259,87,mixed,admin,medium,6289945234,0.04,0.003571429,2919,1,3822.353571,66.34090909
5226,7.854677439,-0.631497461,3409.575308,342,225,3.39,4.39,24150600,3298000,1,171,973162,81,cpu_heavy,researcher,low,7964867880,14.8821,0.005813953,1674.5,9,5657.918605,40.84146341
2394,0.306375074,-0.757621747,1958.65116,73,68,0.8,1.4,509600,953400,2.2,2957,1706870,96,mixed,admin,critical,48585264,1.12,0.000743746,602.1875,1,577.0351589,19.86597938
6053,3.612510943,2.411571114,1972.795817,214,126,0.6,1.79,11735200,2306300,1,776,1118409,90,mixed,admin,high,2706489176,1.074,0.001287001,979.5,1.333333333,1439.393822,21.52747253
8115,15.05151917,22.59971851,666.4771502,40,33,0.4,0.4,4697700,4124000,1.6,8402,1861517,96,mixed,admin,critical,1937331480,0.16,0.000190408,269.6153846,0.666666667,221.5300488,7.226804124
5414,14.93494416,13.47568917,2103.446546,122,147,0.4,0.2,1910600,22648400,2,477,1523474,95,mixed,admin,critical,4327203304,0.08,0.0041841,705.3333333,1,3187.1841,22.04166667
7575,73.21590094,91.99051481,2802.564095,280,164,0.8,0.8,39873000,8907200,4.8,305,1539635,89,io_heavy,student,medium,35515678560,0.64,0.015686275,479.3103448,0.795698925,5031.486928,30.88888889
821,32.44801392,5.492950648,3785.388076,384,272,7.4,9,7459300,5100800,4.2,175,966250,73,cpu_heavy,researcher,low,3804839744,66.6,0.023863636,736.3461538,4.125,5490.056818,51.74324324
7344,0.029301855,1.164165683,960.2252524,165,97,0.2,0.2,1980000,4108800,1.8,1746,1768891,88,mixed,admin,medium,813542400,0.04,0.001030338,341.7857143,1,1012.530624,10.75280899
3818,0.867971814,-0.243670979,2321.011962,146,144,0.2,0.2,1228500,6445300,1,731,1061085,93,mixed,admin,high,791805105,0.04,0.00136612,1166,1,1449.569672,24.80851064
6948,13.95835942,12.77479214,4122.904239,134,146,0.4,0.4,5001400,8403700,3.8,937,997648,88,mixed,admin,medium,4203026518,0.16,0.004051173,861.4583333,1,1063.590618,46.46067416
6437,12.56442482,6.556851956,1540.762414,197,169,0.8,1,1030400,2443500,2.4,186,974392,91,mixed,admin,high,251778240,0.8,0.012834225,439.7058824,1.75,5210.652406,16.25
2943,104.6834406,108.1078127,2575.907446,149,143,2.4,4.01,14163600,13011500,2,848,1076717,86,cpu_heavy,researcher,medium,18428968140,9.624,0.002355713,853,0.95412844,1268.217903,29.4137931
5947,18.3585523,7.569990663,4194.451463,412,393,6.6,2.6,17379800,9576000,1.7,1119,1058566,76,cpu_heavy,researcher,low,16642896480,17.16,0.001517857,1564.074074,1.9,945.1482143,54.84415584
4496,3.789888798,0.916196795,2245.607528,211,80,0.2,0.2,75290800,12813000,4.4,2382,1731205,91,io_heavy,student,high,96470102040,0.04,0.001846412,411.8518519,1,726.4813261,24.17391304
1561,0.977199473,0.356939013,1023.960429,49,39,0.2,0.2,574900,2523800,3,389,1008496,96,mixed,admin,critical,145093262,0.04,0.007692308,243.25,0.5,2585.887179,10.03092784
6159,7.098573055,0.714975352,4378.237001,349,391,4.6,1.6,11819000,2370400,5,2105,1719128,83,cpu_heavy,researcher,medium,2801575760,7.36,0.002374169,736.8333333,7,816.300095,52.63095238
4330,0.571254178,-0.313779102,2432.201844,225,143,1.8,1.8,82863400,6997600,1,531,1095776,82,io_heavy,student,medium,57984492784,3.24,0.001879699,1207,1,2059.729323,29.08433735
6231,2.310735465,0.843626086,951.7878606,159,113,0.2,0.2,1219300,8619000,,1974,1538989,94,mixed,admin,high,1050914670,0.04,0.001417722,270.2631579,1,779.2349367,10.81052632
5763,-1.047149334,-0.343956537,2179.560313,129,62,0.2,0.2,9081300,2859000,1.6,488,1742493,93,mixed,admin,high,2596343670,0.04,0.003271984,820,0,3563.380368,22.68085106
8089,29.46989117,14.26026725,4584.644675,564,440,7,3.6,22836300,4317600,3.2,766,1446157,76,cpu_heavy,researcher,low,9859800888,25.2,0.004172099,1088.333333,1.8125,1885.471969,59.36363636
895,2.474868658,1.216910965,1242.663044,52,68,0.2,0.2,1903000,4727600,3,,1719048,97,mixed,admin,critical,899662280,0.04,0.015544041,298.75,1,8906.984456,12.19387755
385,11.18994777,1.009789087,3199.807442,146,141,1.8,4.4,12469600,6161400,4.4,508,1445163,90,cpu_heavy,researcher,high,7683019344,7.92,0.008644401,596.2962963,6,2839.220039,35.38461538
7812,1.810035624,0.723502042,1359.060768,71,67,0.2,0.2,537400,2327300,,601,1734565,95,mixed,admin,critical,125069102,0.04,0.00166113,703.5,1,2881.337209,14.65625
4286,10.21686821,-0.242423909,4976.853353,694,723,5.01,3.81,61327800,59714200,2.8,132,1047607,81,io_heavy,researcher,low,3.66214E+11,19.0881,0.021052632,1320,10,7876.744361,61.17073171
1440,30.78417043,43.94182404,1846.341976,91,85,1.4,1,6542000,5327900,1.5,344,1059890,89,mixed,admin,medium,3485512180,1.4,0.004347826,750,0.666666667,3072.144928,20.83333333
5956,88.91569959,103.4306253,5321.759127,463,301,1.4,2.61,38012900,17361300,3.4,418,1033974,71,io_heavy,student,low,65995336077,3.654,0.008114558,1221.590909,0.854368932,2467.718377,74.65277778
7328,12.43551203,7.114450664,1288.123353,105,65,0.8,2.59,3811900,3299600,545,91,9,0,idle_light,admin,low,1257774524,2.072,5.923913043,2.342490842,1.5,0.097826087,1279
8096,33.81352631,40.69105851,5270.2197,225,177,0.2,0.2,5809900,7571400,2,371,1060971,86,mixed,admin,medium,4398907686,0.04,0.005376344,1768.333333,0.738095238,2852.072581,60.97701149
7126,1.936181426,0.852759252,4873.224201,922,121,1.8,3.81,248620300,6238100,1,240,1036099,77,io_heavy,researcher,low,1.55092E+11,6.858,0.004149378,2427.5,2,4299.165975,62.24358974
4894,224.8676598,220.7477103,4977.830968,428,283,0.6,0.6,25481400,23383200,4.6,1009,1335726,85,io_heavy,student,medium,59583667248,0.36,0.004554455,886.4285714,1.013513514,1322.50099,57.72093023
1108,124.8759256,29.36448022,1661.454661,258,228,0.4,0.4,9224900,12735300,1,130,975880,89,mixed,admin,medium,11748186897,0.16,0.007633588,848.5,4.064516129,7449.465649,18.85555556
3143,4.894258853,3.148103048,1547.460065,166,98,0.6,1.6,9489600,1661200,1.7,217,1099789,93,mixed,admin,high,1576412352,0.96,0.007798165,557.7777778,1,5044.90367,16.0212766
1362,2.618148044,-0.135425942,501.1043455,58,30,2,2,14352600,4583000,1.6,11497,1881234,86,mixed,admin,medium,6577796580,4,0.000139155,205.7692308,2,163.6140198,6.149425287
2557,13.1874569,3.867353994,2641.794234,330,284,0.4,0.4,24001200,16426500,,193,1322870,90,io_heavy,student,high,39425571180,0.16,0.016494845,627.1428571,2.666666667,6818.917526,28.94505495
3799,5.940010793,1.687618953,2349.343813,158,172,1,1.6,1600500,10407800,2.5,1665,1072854,91,mixed,admin,high,1665768390,1.6,0.0015006,662.8571429,2.333333333,643.969988,25.2173913
6508,1.524374748,0.135890087,1028.883276,227,48,0.8,0.8,12017500,1352800,,276,1731014,94,mixed,admin,high,1625727400,0.64,0.003610108,474.5,0.5,6249.148014,9.989473684
6134,3.03714229,-0.121341481,3053.13247,111,197,1,1.2,11275000,47380500,2,480,1386939,90,io_heavy,student,high,53421513750,1.2,0.004158004,1017.333333,3,2883.449064,33.53846154
5118,10.3710095,5.187422566,1616.923121,174,138,0.4,0.4,23583700,6104900,1.7,709,1114536,90,mixed,admin,high,14397613013,0.16,0.002394366,585.9259259,1.571428571,1569.769014,17.38461538
6939,2.541546835,1.720259048,5129.946077,283,182,0.2,0.2,980000,3491700,1,608,1076626,88,mixed,admin,medium,342186600,0.04,0.001642036,2552.5,1,1767.858785,57.35955056
5070,1.308580951,-0.0495527,1320.590503,97,76,0.6,0.6,2305000,4253100,3,590,1032355,95,mixed,admin,critical,980339550,0.36,0.005076142,330,1,1746.79357,13.75
1251,0.353074348,-0.58119213,166.3624048,15,12,0.2,0.2,159200,512700,,7219,1847184,97,mixed,admin,critical,8162184,0.04,0.000138504,86.5,0,255.8426593,1.765306122
1396,78.19706792,70.34734158,2443.065807,224,154,4.59,3.59,25670600,3936200,4,210,959074,80,cpu_heavy,researcher,low,10104461572,16.4781,0.018957346,490,1.098591549,4545.374408,30.24691358
556,3.560495983,0.837133795,2954.378335,289,198,3.4,1.2,37474900,1495600,2.8,582,1758584,80,io_heavy,researcher,low,5604746044,4.08,0.004802744,780.2631579,2,3016.439108,36.60493827
5045,4.88360167,-1.292924161,5322.104841,213,116,3.99,6.99,21145200,6754400,4.2,329,1013876,80,cpu_heavy,researcher,low,14282313888,27.8901,0.012727273,1020.769231,4,3072.351515,65.5308642
3113,27.67895979,2.406428817,3436.833412,146,84,15,38.8,36336400,2940500,1.2,235,1082774,54,io_heavy,researcher,low,10684718420,582,0.005084746,1556.818182,7,4588.025424,62.27272727
4641,3.868579423,-0.096421999,1869.41248,173,129,1,1,16538000,5789700,1.5,943,1045870,89,mixed,admin,medium,9575005860,1,0.001588983,762,3,1107.913136,21.16666667
4958,2.131196297,0.726301213,236.593485,13,23,0.2,0.2,700000,1579700,1.6,,1861860,98,mixed,admin,critical,110579000,0.04,0.000216362,73.84615385,0.5,251.7728195,1.939393939
889,23.63027358,8.935805356,2203.375915,171,141,2.4,4.4,12135900,5459000,3,195,1295782,83,cpu_heavy,researcher,medium,6624987810,10.56,0.015306122,548.75,2.3,6611.132653,26.13095238
943,20.69381406,29.08939493,1228.424487,158,131,0.6,1.2,7794400,3063300,3.6,1360,1074344,92,mixed,admin,high,2387658552,0.72,0.002645114,271.0869565,0.64516129,789.3783982,13.40860215
1246,4.693962742,0.93511831,5099.981043,296,162,0.2,0.2,18727300,12844200,,334,1331363,91,mixed,admin,high,24053718666,0.04,0.011940299,1022.4,3,3974.21791,55.56521739
4019,11.44758269,3.171445201,2238.779919,246,110,7.2,19.8,2619000,2860800,1,138,1089453,79,cpu_heavy,researcher,low,749243520,142.56,0.007194245,1086.5,2.4,7837.791367,27.1625
1132,222.4502215,211.0346468,6700.127717,575,405,4.2,2,33738400,15926200,5,214,1331986,72,io_heavy,researcher,low,53732450608,8.4,0.023255814,1117.666667,1.042253521,6195.283721,91.8630137
4361,1.328022965,0.313102536,4016.022037,282,237,0.6,3.4,15871200,8426100,3,147,985730,87,mixed,admin,medium,13373231832,2.04,0.02027027,1005.5,1,6660.337838,45.70454545
3954,36.60877454,48.41906545,3649.881956,509,225,2.2,6.8,115489400,71491200,1,152,1042494,83,io_heavy,researcher,medium,8.25648E+11,14.96,0.006535948,1802,0.734693878,6813.686275,42.9047619
6708,25.03456922,7.478332873,5110.829628,843,736,8.4,6.2,66226200,50795100,3,119,1030128,51,io_heavy,researcher,low,3.36397E+11,52.08,0.025,1270,2.777777778,8584.4,97.69230769
2563,8.012501611,7.652812931,779.2907367,104,59,1,1,17789100,3841600,2.2,1614,1811498,87,mixed,admin,medium,6833860656,1,0.001362229,250.9375,1,1121.670588,9.125
3282,16.03204587,-0.09663624,4428.101885,674,301,4.4,4.2,39544200,8238800,1.5,220,1103578,69,io_heavy,researcher,low,32579675496,18.48,0.00678733,1772.8,16,4993.565611,63.31428571
6065,11.19214948,8.502827575,1376.692355,68,56,0.6,0.6,661400,1960200,2.2,1165,972803,96,mixed,admin,critical,129647628,0.36,0.001886792,435,1.222222222,834.3078902,14.35051546
7201,2.149018947,1.504469968,1516.845703,71,75,0.6,0.6,1631800,1114100,2,666,1726560,94,mixed,admin,high,181798838,0.36,0.002998501,498.3333333,1,2588.545727,15.73684211
4004,28.50433249,40.30282374,3715.139496,224,132,1,0.8,25089300,2731000,2.8,512,1383642,87,mixed,admin,medium,6851887830,0.8,0.00545809,982.1052632,0.682926829,2697.157895,42.40909091
5209,88.90532079,69.37134857,3365.814666,357,359,2.99,2.99,52481500,62870500,3.2,361,1020385,63,io_heavy,researcher,low,3.29954E+11,8.9401,0.008839779,808.0952381,1.267605634,2818.743094,53.03125
